ATT1,ATT2,ATT3,ATT4,ATT5,ATT6,ATT7,ATT8,ATT9,ATT10,ATT11,ATT12,ATT13,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.889209,0.553912,0.572852,0.896593,0.764276,0.622867,0.84528,0.206924,0.25325,0.231111,0.264683,0.538881,0.965036,0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,20.1
0.778539,0.027973,0.256219,0.49494,0.708758,0.36635,0.915368,0.193088,0.561087,0.2862,0.351417,0.0816,0.351842,0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,22.2
0.005265,0.956809,0.325919,0.882541,0.864887,0.042699,0.429256,0.525936,0.031616,0.557714,0.794468,0.878692,0.258878,0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,23.7
0.800075,0.80007,0.264574,0.552177,0.971825,0.253304,0.404413,0.003546,0.108805,0.832574,0.985889,0.882106,0.537576,0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.6
0.101229,0.227357,0.324328,0.301901,0.362524,0.041837,0.608035,0.879271,0.333376,0.081148,0.956873,0.549724,0.768804,0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,18.5
0.795658,0.966183,0.998746,0.948676,0.503815,0.632399,0.920407,0.38712,0.74142,0.226091,0.100834,0.107596,0.925077,0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,24.3
0.433455,0.244802,0.545938,0.050231,0.640991,0.588584,0.19891,0.968154,0.671999,0.812171,0.775106,0.773313,0.699458,0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.5
0.258845,0.065163,0.99718,0.412952,0.966049,0.025119,0.443469,0.802153,0.862584,0.252334,0.781336,0.686423,0.809158,0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.5
0.050691,0.907115,0.193618,0.933663,0.800352,0.190512,0.431987,0.31829,0.786298,0.446257,0.246364,0.586439,0.867523,0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,26.2
0.460809,0.535696,0.721943,0.152395,0.295575,0.761609,0.82221,0.711827,0.785594,0.342659,0.834923,0.769665,0.000834,0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9,24.4
0.236582,0.449544,0.204204,0.075749,0.475814,0.296124,0.946893,0.581276,0.453714,0.848956,0.371577,0.14911,0.442853,0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,24.8
0.670652,0.93308,0.820322,0.081959,0.729689,0.395982,0.151354,0.993985,0.475542,0.456704,0.227432,0.365631,0.344062,0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53,29.6
0.636436,0.342466,0.584115,0.427002,0.322241,0.583588,0.822623,0.131714,0.377347,0.045646,0.429603,0.553178,0.004466,0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54,42.8
0.742667,0.02209,0.18166,0.345653,0.137241,0.697598,0.070466,0.127308,0.261726,0.722147,0.61763,0.168837,0.496124,0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,392.89,6.57,21.9
0.118399,0.39265,0.838118,0.46364,0.732988,0.708885,0.972392,0.416684,0.077719,0.830055,0.236955,0.05309,0.048447,0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,20.9
0.881403,0.524827,0.623368,0.511135,0.152185,0.941606,0.755779,0.424633,0.836977,0.343378,0.668246,0.655989,0.724494,0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,44
0.284136,0.035223,0.717734,0.743683,0.086643,0.396122,0.105954,0.94998,0.769804,0.96541,0.653778,0.727764,0.088064,0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,389.7,5.12,50
0.603533,0.940131,0.686529,0.315605,0.410546,0.934284,0.745801,0.270635,0.661014,0.108817,0.733287,0.387977,0.158202,0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,383.29,7.79,36
0.417157,0.509513,0.605098,0.316467,0.569598,0.309412,0.66028,0.618084,0.462803,0.537848,0.398657,0.277645,0.344121,0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,391.93,6.9,30.1
0.369852,0.182747,0.566053,0.089799,0.514395,0.890599,0.942302,0.800494,0.171518,0.839843,0.202826,0.170125,0.292229,0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,392.8,9.59,33.8
0.128855,0.896506,0.757486,0.412846,0.063098,0.204827,0.393644,0.445977,0.010866,0.778601,0.876027,0.60381,0.4746,0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,388.37,7.26,43.1
0.216315,0.668257,0.497292,0.163181,0.94059,0.278824,0.129562,0.562015,0.382283,0.052807,0.680639,0.900476,0.737851,0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,386.86,5.91,48.8
0.665277,0.197842,0.662953,0.872652,0.316611,0.220248,0.222981,0.535915,0.899268,0.332885,0.954204,0.593103,0.827487,0.82526,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13,393.42,11.25,31
0.640421,0.482917,0.769834,0.023031,0.164889,0.727371,0.505034,0.274784,0.45843,0.07867,0.282766,0.156141,0.132011,0.55007,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13,387.89,8.1,36.5
0.838718,0.409463,0.855704,0.915637,0.015003,0.703948,0.925848,0.380827,0.145007,0.70075,0.748331,0.211128,0.976024,0.76162,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13,392.4,10.45,22.8
0.510086,0.693028,0.391865,0.144057,0.618589,0.998194,0.499165,0.625564,0.371281,0.246386,0.755965,0.145362,0.672745,0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13,384.07,14.79,30.7
0.321675,0.053938,0.561234,0.509684,0.603155,0.074498,0.963072,0.487281,0.259091,0.897646,0.951678,0.98597,0.533385,0.57834,20,3.97,0,0.575,8.297,67,2.4216,5,264,13,384.54,7.44,50
0.174909,0.884883,0.036875,0.948624,0.68966,0.106442,0.62497,0.044907,0.174092,0.128695,0.20341,0.805182,0.375536,0.5405,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13,390.3,3.16,43.5
0.135132,0.106778,0.696094,0.883449,0.418337,0.284369,0.018135,0.975274,0.959139,0.678225,0.228335,0.975517,0.071761,0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,20.7
0.411606,0.863175,0.805082,0.528876,0.355205,0.874531,0.816359,0.469359,0.828497,0.02529,0.291328,0.023465,0.085324,0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6,388.65,13,21.1
0.844422,0.362661,0.173578,0.324366,0.423661,0.718856,0.930572,0.543018,0.99187,0.757218,0.992959,0.010387,0.159165,0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,6.59,25.2
0.75642,0.185878,0.001249,0.010918,0.983021,0.022112,0.013858,0.936627,0.673094,0.466981,0.525771,0.117521,0.893692,0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73,24.4
0.921135,0.018347,0.487102,0.895229,0.706402,0.657284,0.970612,0.771258,0.798016,0.224144,0.482659,0.282614,0.404044,0.22188,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58,35.2
0.330695,0.977915,0.52627,0.196824,0.552532,0.456507,0.418845,0.567074,0.915646,0.448495,0.305409,0.09135,0.94785,0.05644,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53,32.4
0.278648,0.435818,0.917942,0.314287,0.584612,0.141776,0.166395,0.027128,0.428638,0.366101,0.823822,0.800855,0.030595,0.09604,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,32
0.748924,0.4257,0.904195,0.14578,0.467812,0.535628,0.238459,0.323686,0.003029,0.898577,0.818997,0.948298,0.743315,0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,389.25,6.05,33.2
0.142556,0.384426,0.924087,0.824136,0.250405,0.87237,0.863802,0.967996,0.334394,0.629769,0.832827,0.854714,0.354146,0.06127,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,4.16,33.1
0.319128,0.358526,0.744615,0.992053,0.499032,0.597821,0.790349,0.718722,0.921516,0.508247,0.39609,0.89953,0.770928,0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.1
0.792943,0.773501,0.585724,0.959577,0.185134,0.238991,0.979772,0.206386,0.464465,0.824661,0.737944,0.438396,0.897906,0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,35.1
0.639186,0.029927,0.128296,0.212027,0.497944,0.280954,0.918996,0.885373,0.208751,0.192427,0.820363,0.936433,0.02901,0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,45.4
0.339253,0.237063,0.941417,0.026802,0.252345,0.589228,0.700194,0.732533,0.419867,0.247635,0.08423,0.358173,0.8284,0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59,35.4
0.955415,0.295142,0.619751,0.713691,0.951934,0.642291,0.547448,0.500086,0.033934,0.355706,0.64324,0.208686,0.642963,0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01,46
0.873052,0.812205,0.93675,0.81426,0.215158,0.61703,0.417359,0.805331,0.902921,0.101099,0.283426,0.268594,0.540257,0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16,50
0.00615,0.307587,0.420054,0.62685,0.953896,0.423762,0.65409,0.452407,0.371714,0.872229,0.657584,0.967125,0.659776,0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85,32.2
0.122318,0.176317,0.688669,0.607315,0.859326,0.887305,0.839704,0.980481,0.795513,0.613408,0.564802,0.246693,0.968075,0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23,22
0.523257,0.627726,0.576464,0.520951,0.771596,0.983921,0.023683,0.914019,0.057957,0.272732,0.407026,0.491654,0.003857,0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,20.1
0.102944,0.475716,0.84391,0.974312,0.93155,0.985026,0.437998,0.746388,0.88332,0.649919,0.470609,0.7214,0.543912,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,23.2
0.108487,0.25201,0.162537,0.969807,0.900424,0.438458,0.775189,0.557322,0.372014,0.05849,0.916085,0.429357,0.593316,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,22.3
0.228987,0.689373,0.978889,0.030941,0.724653,0.594868,0.717305,0.883864,0.521488,0.326715,0.521214,0.627168,0.653527,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,24.8
0.83923,0.527546,0.933213,0.918633,0.277353,0.41536,0.915988,0.116276,0.740317,0.332448,0.729556,0.316563,0.722239,0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33,28.5
0.902732,0.726323,0.251097,0.972778,0.357107,0.978475,0.22304,0.154947,0.409356,0.206477,0.250211,0.546281,0.972801,0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,37.3
0.689724,0.219919,0.143932,0.188694,0.221616,0.538815,0.012922,0.268351,0.200048,0.052089,0.846697,0.751043,0.014735,0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,27.9
0.758999,0.053954,0.868503,0.592641,0.603904,0.82141,0.70209,0.259169,0.107612,0.067036,0.478753,0.343628,0.187855,0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16,396.9,8.58,23.9
0.67892,0.147115,0.001155,0.67848,0.649089,0.307729,0.505144,0.946326,0.399358,0.166551,0.226578,0.716611,0.550436,0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,396.9,10.4,21.7
0.485154,0.596792,0.393652,0.269931,0.539138,0.270403,0.446444,0.172355,0.990824,0.988087,0.461003,0.380681,0.318198,0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16,396.9,6.27,28.6
0.575189,0.781715,0.583736,0.387746,0.182522,0.430224,0.212098,0.662293,0.142025,0.702332,0.225531,0.942304,0.148849,0.05372,0,13.92,0,0.437,6.549,51,5.9604,4,289,16,392.85,7.39,27.1
0.479134,0.93148,0.443103,0.533349,0.2477,0.173953,0.546964,0.003534,0.981668,0.600138,0.389111,0.822212,0.171786,0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16,396.9,15.84,20.3
0.000727,0.056577,0.04042,0.30184,0.948738,0.91476,0.212005,0.243632,0.809664,0.507349,0.605943,0.901951,0.281416,0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,22.5
0.542347,0.433586,0.98054,0.756421,0.454339,0.075426,0.578869,0.369815,0.660165,0.782153,0.696257,0.819763,0.36424,0.05561,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8,371.58,4.74,29
0.884977,0.285949,0.428291,0.428649,0.116589,0.301486,0.48207,0.541822,0.413523,0.852457,0.62772,0.127316,0.655305,0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,24.8
0.332646,0.005464,0.133324,0.846995,0.102873,0.38772,0.128198,0.997083,0.182125,0.88052,0.640289,0.470169,0.831492,0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,22
0.416556,0.634492,0.71034,0.879139,0.585939,0.34425,0.501179,0.179865,0.54061,0.422477,0.199562,0.919131,0.181912,0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,26.4
0.424622,0.331799,0.28748,0.937403,0.696697,0.40215,0.549988,0.806128,0.875543,0.651789,0.788165,0.405406,0.855983,0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,33.1
0.937168,0.93092,0.177381,0.824816,0.688091,0.224147,0.419178,0.252716,0.065335,0.405565,0.126762,0.295226,0.805765,0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93,36.1
0.540312,0.2706,0.135023,0.071223,0.583774,0.351641,0.42405,0.139332,0.411996,0.605332,0.252841,0.67184,0.31108,0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93,28.4
0.608613,0.831,0.900352,0.451592,0.302065,0.98977,0.393913,0.087506,0.198048,0.410282,0.145567,0.11359,0.525943,0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,33.4
0.822959,0.992266,0.360239,0.715594,0.335125,0.659401,0.343231,0.022277,0.072184,0.239403,0.859467,0.202413,0.106738,0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,28.2
0.165512,0.386392,0.753628,0.659417,0.428804,0.377336,0.287998,0.706462,0.235801,0.803936,0.681185,0.750584,0.89233,0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,22.8
0.929804,0.828016,0.757995,0.604784,0.925422,0.75917,0.931687,0.437681,0.840577,0.825239,0.836681,0.674594,0.691449,0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,20.3
0.641525,0.971328,0.078297,0.230657,0.996838,0.46561,0.101886,0.515329,0.26835,0.773821,0.1074,0.500653,0.302967,2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64,16.1
0.216947,0.481324,0.777315,0.94124,0.57756,0.471742,0.347184,0.515797,0.873677,0.898714,0.141489,0.879917,0.931394,0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98,22.1
0.625789,0.258387,0.176377,0.507614,0.498125,0.76606,0.298107,0.963719,0.073867,0.964709,0.720238,0.993773,0.566464,0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,19.4
0.380129,0.292159,0.777434,0.344571,0.880228,0.864867,0.971613,0.31592,0.289756,0.467702,0.132668,0.907685,0.747253,0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.6
0.36901,0.517615,0.542839,0.280673,0.971754,0.337933,0.543628,0.491207,0.514025,0.941461,0.666547,0.400505,0.42487,0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28,23.8
0.599888,0.623691,0.671226,0.146964,0.128234,0.809745,0.537855,0.487924,0.224974,0.135665,0.007824,0.465934,0.542446,0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5,16.2
0.915081,0.940028,0.051813,0.59348,0.865855,0.350953,0.363092,0.9841,0.907065,0.964894,0.690342,0.011895,0.057607,0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33,17.8
0.517821,0.164783,0.112348,0.685263,0.769995,0.077233,0.578834,0.560742,0.691624,0.878144,0.213182,0.527,0.70368,0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8
0.384297,0.957009,0.216705,0.52017,0.414542,0.195098,0.75529,0.222735,0.120132,0.652037,0.775635,0.942613,0.006008,0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,23.1
0.242776,0.008932,0.957624,0.135451,0.374842,0.790497,0.816037,0.906463,0.9588,0.088699,0.922867,0.193049,0.29545,0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21
0.578163,0.641391,0.141019,0.662057,0.366883,0.757417,0.978508,0.39774,0.478659,0.018671,0.57402,0.210591,0.470705,0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,23.8
0.051634,0.78151,0.405176,0.174551,0.654931,0.368246,0.929969,0.574229,0.954117,0.734461,0.66592,0.228674,0.504763,0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,23.1
0.213539,0.234021,0.867487,0.14731,0.198861,0.85012,0.457482,0.716119,0.040701,0.172549,0.908611,0.295059,0.540538,0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,20.4
0.50887,0.841977,0.971452,0.337947,0.792322,0.753792,0.073974,0.177378,0.557191,0.028883,0.254423,0.103194,0.420626,0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74,18.5
0.325231,0.641349,0.517696,0.297051,0.326958,0.982149,0.105521,0.40413,0.328151,0.539968,0.643003,0.46726,0.611888,0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25
0.38244,0.686426,0.326796,0.366901,0.631378,0.730086,0.505527,0.850272,0.621379,0.940362,0.335128,0.62452,0.354951,0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.6
0.70142,0.395102,0.892708,0.844927,0.323466,0.718249,0.289893,0.043812,0.244386,0.966351,0.794725,0.724259,0.051237,0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15,23
0.980597,0.118165,0.959362,0.111541,0.199968,0.4695,0.815559,0.968036,0.119881,0.110327,0.149612,0.329484,0.127321,0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,22.2
0.635193,0.054368,0.077253,0.664589,0.708801,0.765004,0.196941,0.153669,0.639389,0.333264,0.957265,0.036142,0.041493,0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97,19.3
0.375049,0.54019,0.681153,0.668849,0.51999,0.159505,0.436577,0.842894,0.9656,0.352992,0.444478,0.722269,0.545646,0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34,22.6
0.78818,0.363398,0.055876,0.370645,0.565061,0.662619,0.475417,0.241358,0.808573,0.479813,0.873029,0.840533,0.534038,0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.8
0.410474,0.853285,0.127618,0.393204,0.758599,0.581555,0.404275,0.975106,0.801254,0.851378,0.923283,0.223095,0.718056,0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,17.1
0.568736,0.655224,0.40901,0.913554,0.977751,0.544181,0.752373,0.21742,0.130469,0.205597,0.371675,0.285743,0.303666,0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83,19.4
0.428678,0.917117,0.633739,0.218766,0.456062,0.900313,0.735024,0.644457,0.397019,0.450319,0.175827,0.303571,0.82844,0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.2
0.127279,0.011669,0.810254,0.387528,0.169049,0.85095,0.925506,0.063918,0.061148,0.965424,0.854117,0.634996,0.272506,0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,20.7
0.257803,0.349069,0.194691,0.37853,0.844487,0.64406,0.263106,0.680062,0.227587,0.077066,0.65816,0.743131,0.598876,0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01,21.1
0.86539,0.554609,0.293207,0.712928,0.136178,0.162679,0.03919,0.000525,0.809683,0.54275,0.061999,0.49906,0.531757,0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.5
0.232783,0.596705,0.63812,0.094085,0.143753,0.924453,0.356701,0.141708,0.328825,0.293742,0.028055,0.242728,0.846754,0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56,18.5
0.242914,0.951331,0.097042,0.640741,0.652407,0.416264,0.048458,0.082949,0.219161,0.509297,0.025828,0.16324,0.846455,0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,20.6
0.822818,0.724621,0.647784,0.143187,0.186786,0.354951,0.600627,0.385262,0.656288,0.303248,0.965942,0.77747,0.322715,0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,19
0.648808,0.768605,0.334548,0.656635,0.625874,0.744013,0.866076,0.204755,0.671696,0.642576,0.831975,0.217083,0.878732,0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,18.7
0.844972,0.205086,0.884745,0.388949,0.785889,0.88213,0.296512,0.567636,0.883675,0.391402,0.530222,0.059138,0.387614,0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,32.7
0.176619,0.705595,0.754719,0.835693,0.042903,0.964584,0.77237,0.853489,0.223584,0.681051,0.189609,0.981269,0.908951,0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,16.5
0.240045,0.19425,0.152481,0.375007,0.90516,0.842702,0.487501,0.073583,0.888868,0.79294,0.108562,0.312541,0.052507,0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18,23.9
0.31448,0.974976,0.494011,0.516344,0.047647,0.405146,0.545817,0.695664,0.658201,0.848425,0.713164,0.856039,0.471804,0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,31.2
0.977724,0.311844,0.346257,0.955248,0.9511,0.001467,0.164841,0.617117,0.078538,0.31765,0.133248,0.246403,0.465272,0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53,17.5
0.822146,0.184662,0.926238,0.823114,0.128868,0.22259,0.544468,0.132545,0.719412,0.474039,0.364294,0.689169,0.055893,0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,17.2
0.842555,0.822155,0.814765,0.63471,0.334341,0.11155,0.357592,0.884563,0.199345,0.765301,0.92884,0.620012,0.080749,0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,23.1
0.424096,0.999265,0.530617,0.572704,0.897329,0.724604,0.434099,0.379809,0.457253,0.77566,0.619317,0.578846,0.840528,0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,390.94,5.99,24.5
0.63062,0.337705,0.74351,0.850017,0.88998,0.668149,0.944428,0.544306,0.3746,0.194153,0.354338,0.171085,0.498394,0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89,26.6
0.397868,0.630959,0.100811,0.946563,0.543747,0.368196,0.318543,0.379019,0.380284,0.453886,0.643981,0.187968,0.362409,0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,22.9
0.65886,0.734466,0.244596,0.813219,0.772333,0.000679,0.257928,0.25003,0.789818,0.487722,0.289744,0.878351,0.292239,0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,24.1
0.680788,0.823652,0.614899,0.505471,0.767426,0.133759,0.681004,0.947515,0.965505,0.174218,0.066954,0.65125,0.017553,0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79,18.6
0.45482,0.878529,0.006525,0.782165,0.062008,0.66553,0.876961,0.909745,0.728925,0.388101,0.498379,0.584068,0.09253,0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17,384.46,4.5,30.1
0.755909,0.45237,0.676986,0.657802,0.759652,0.837018,0.792187,0.015672,0.026891,0.283309,0.846749,0.505162,0.410281,0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.8,8.05,18.2
0.054146,0.019075,0.6203,0.703543,0.538976,0.262865,0.421712,0.982191,0.534913,0.23152,0.971469,0.897235,0.706719,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.04,5.57,20.6
0.309455,0.161554,0.625782,0.573012,0.713622,0.649225,0.081933,0.586646,0.48757,0.220181,0.223891,0.763107,0.761269,8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6,17.8
0.486494,0.301102,0.054602,0.101496,0.884943,0.305673,0.678574,0.895167,0.534621,0.032985,0.530511,0.037499,0.189596,3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,391.34,13.27,21.7
0.477226,0.611433,0.183756,0.755534,0.31412,0.647702,0.405586,0.183572,0.238344,0.041195,0.840922,0.294374,0.880613,5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48,22.7
0.777582,0.793748,0.202955,0.855185,0.981595,0.618027,0.988618,0.857137,0.026828,0.321668,0.225563,0.862764,0.488115,4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,22.6
0.416403,0.89092,0.892586,0.061639,0.735354,0.61436,0.164678,0.022851,0.996714,0.27934,0.79743,0.045289,0.599555,4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,374.56,7.79,25
0.135931,0.716189,0.969796,0.123002,0.968403,0.931783,0.533489,0.353946,0.0862,0.227415,0.924112,0.750278,0.596075,3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.9
