CUSIP,Ticker,Issue Date,Maturity,1st Call Date,Moodys,S_and_P,Fitch,Bloomberg Composite Rating,Coupon,Issued Amount,Maturity Type,Coupon Type,Maturity At Issue months,Industry,LiquidityScore,Months in JNK,Months in HYG,Months in Both,IN_ETF,LIQ SCORE,n_trades,volume_trades,total_median_size,total_mean_size,n_days_trade,days_diff_max,percent_intra_dealer,percent_uncapped,bond_type,Client_Trade_Percentage,weekly_mean_volume,weekly_median_volume,weekly_max_volume,weekly_min_volume,weekly_mean_ntrades,weekly_median_ntrades
23320AAA0,DLLR,6/13/2014,6/15/2020,10/23/2017,Caa3,CCC-,Nan,CCC-,10.5,800000000,CALLABLE,FIXED,73.13,Diversified Finan Serv,15.83941687,26,0,0,Yes,0.158394169,901,724894000,1000000,804543.8402,282,1091,0.165371809,0.511653718,3,0.400665927,6091546.218,4200000,32610000,30000,7.571428571,1
23320AAE2,DLLR,8/19/2016,6/16/2020,Nan,Caa3,CCC-,Nan,CCC-,12,758946367,AT MATURITY,PAY-IN-KIND,46.57,Diversified Finan Serv,9.258579773,12,0,0,Yes,0.092585798,95,76943982,1000000,809936.6526,52,257,0.105263158,0.4,3,0.484210526,2404499.438,2000000,7000000,50000,2.96875,1
23326BAB0,DCP,12/7/2005,2/15/2013,Nan,WR,NR,Nan,NR,9.5,445000000,CALLABLE,FIXED,87.57,Commercial Services,17.70789088,Nan,Nan,Nan,No,0.177078909,7,195000,25000,27857.14286,3,63,0.428571429,1,5,0.285714286,65000,70000,75000,50000,2.333333333,2
23327BAA1,ENMC,7/31/2008,11/15/2014,Nan,WR,NR,Nan,NR,10.88,675000000,CALLABLE,FIXED,76.6,Healthcare-Products,15.74906657,0,10,0,Yes,0.157490666,1033,454762000,225000,440234.2691,265,608,0.338818974,0.701839303,2,0.278799613,5227149.425,3980000,21858000,3000,11.87356322,1
23327BAM5,ENMC,2/6/2013,4/15/2018,Nan,WR,NR,Nan,NR,9.88,440000000,CALLABLE,FIXED,63.13,Healthcare-Products,14.72633714,0,27,0,Yes,0.147263371,515,323657000,650000,628460.1942,229,765,0.201941748,0.638834951,2,0.39223301,3112086.538,2342500,16180000,20000,4.951923077,1
23331AAZ2,DHI,4/17/2006,4/15/2016,Nan,WR,NR,NR,NR,6.5,500000000,AT MATURITY,FIXED,121.7,Home Builders,23.31914291,Nan,Nan,Nan,No,0.233191429,1516,413786000,83000,272945.9103,572,1790,0.350263852,0.861477573,5,0.343007916,1635517.787,1050000,11856000,1000,5.992094862,1
23331ABF5,DHI,2/5/2013,2/15/2018,11/15/2017,Baa3,BBB-,BBB-,BBB-,3.63,400000000,CALLABLE,FIXED,61.2,Home Builders,21.04195834,0,45,0,Yes,0.210419583,1518,602594000,200000,396965.7444,499,1290,0.368906456,0.785902503,2,0.249670619,3274967.391,2074500,55165000,10000,8.25,1
23331ABH1,DHI,8/5/2013,8/15/2023,5/15/2023,Baa3,BBB-,BBB-,BBB-,5.75,400000000,CALLABLE,FIXED,122.07,Home Builders,18.73957579,0,41,0,Yes,0.187395758,923,380466000,250000,412205.8505,377,1089,0.326110509,0.783315276,2,0.29035753,2423350.318,1780000,13200000,10000,5.878980892,1
23331ABJ7,DHI,2/24/2014,3/1/2019,12/1/2018,Baa3,BBB-,BBB-,BBB-,3.75,500000000,CALLABLE,FIXED,61.03,Home Builders,20.65300355,32,34,31,Yes,0.206530035,2011,791612000,200000,393640.9746,528,862,0.358528095,0.804077573,1,0.272003978,5820676.471,5246500,19711000,135000,14.78676471,1
23331ABK4,DHI,2/9/2015,2/15/2020,Nan,Baa3,BBB-,BBB-,BBB-,4,500000000,AT MATURITY,FIXED,61.07,Home Builders,18.87658307,20,22,19,Yes,0.188765831,1597,556917000,125000,348726.9881,362,582,0.319974953,0.83719474,1,0.309329994,6401344.828,5024000,22370000,155000,18.35632184,3
23336BAA0,DTEKUA,4/28/2010,4/28/2015,Nan,WR,Nan,NR,NR,9.5,500000000,AT MATURITY,EXCHANGED,60.87,Coal,15.68543971,Nan,Nan,Nan,No,0.156854397,1,322000,322000,322000,1,0,0,1,5,1,322000,322000,322000,322000,1,1
23339BAA7,DTEKUA,4/4/2013,4/4/2018,Nan,WR,Nan,WD,NR,7.88,750000000,AT MATURITY,FLAT TRADING,60.87,Coal,9.902308,Nan,Nan,Nan,No,0.09902308,34,26240000,1000000,771764.7059,20,594,0,0.470588235,5,0.529411765,1640000,1000000,8000000,50000,2.125,1
23355LAC0,DXC,8/7/2017,4/15/2024,2/15/2024,Baa2,BBB,BBB+,BBB,4.25,500000000,CALLABLE,FIXED,81.43,Computers,9.37817225,Nan,Nan,Nan,No,0.093781723,15,11205000,1000000,747000,7,12,0.133333333,0.466666667,5,0.466666667,3735000,2925000,7200000,1080000,5,2
23371DAA2,DUBAEE,8/4/2017,8/1/2022,8/1/2019,Ba3,BB,Nan,BB-,4.5,800000000,CALLABLE,FIXED,60.77,Trucking Leasing,14.03246214,Nan,Nan,Nan,No,0.140324621,313,257443000,1000000,822501.5974,34,59,0.220447284,0.47284345,5,0.495207668,25744300,12777500,87182000,4025000,31.3,5
23371DAB0,DUBAEE,8/4/2017,8/1/2024,8/1/2020,Ba3,BB,Nan,BB-,5,1000000000,CALLABLE,FIXED,85.13,Trucking Leasing,15.58705662,Nan,Nan,Nan,No,0.155870566,394,319761000,1000000,811576.1421,38,59,0.21319797,0.5,5,0.474619289,31976100,17728000,101219000,6245000,39.4,8
23371DAC8,DUBAEE,8/4/2017,8/1/2020,8/1/2019,Ba3,BB,Nan,BB-,4,500000000,CALLABLE,FIXED,36.43,Trucking Leasing,13.03378178,Nan,Nan,Nan,No,0.130337818,112,81857000,1000000,730866.0714,31,59,0.178571429,0.651785714,5,0.553571429,8185700,3602000,26750000,650000,11.2,1
23422RAA0,DRII,8/31/2016,9/1/2024,9/1/2019,Caa1 /*-,CCC+,Nan,CCC+,10.75,600000000,CALLABLE,FIXED,97.43,Lodging,13.04143438,12,11,11,Yes,0.130414344,416,311442740,1000000,748660.4327,135,377,0.254807692,0.497596154,1,0.401442308,5876278.113,3550000,52000000,200000,7.849056604,1
23422RAB8,DRII,8/31/2016,9/1/2023,9/1/2019,B1 /*-,B+,Nan,B+,7.75,500000000,CALLABLE,FIXED,85.23,Lodging,14.74519788,12,11,11,Yes,0.147451979,493,334425000,1000000,678346.856,152,369,0.223123732,0.60851927,1,0.387423935,6080454.545,3340000,106983000,219000,8.963636364,1
235822AA1,DAN,5/27/2016,6/1/2026,6/1/2021,B1,BB,Nan,BB-,6.5,375000000,CALLABLE,FIXED,121.9,Auto Parts Equipment,14.68129657,Nan,Nan,Nan,No,0.146812966,425,290196000,1000000,682814.1176,165,463,0.195294118,0.621176471,4,0.458823529,4464553.846,2470000,84365000,280000,6.538461538,1
235822AB9,DAN,4/4/2017,4/15/2025,4/15/2020,B1,BB,Nan,BB-,5.75,400000000,CALLABLE,FIXED,97.77,Auto Parts Equipment,13.32447486,0,4,0,Yes,0.133244749,313,193027000,728000,616699.6805,100,159,0.226837061,0.638977636,2,0.415335463,7424115.385,3983500,61337000,200000,12.03846154,1
235825AA4,DAN,1/28/2011,2/15/2019,Nan,WR,NR,Nan,NR,6.5,400000000,CALLABLE,FIXED,98,Auto Parts Equipment,25.13047961,0,16,0,Yes,0.251304796,5064,994432000,12000,196372.8278,674,1456,0.187796209,0.893957346,2,0.157780411,4758047.847,2838000,167816000,1000,24.22966507,1
235825AC0,DAN,8/2/2013,9/15/2021,Nan,B1,BB,Nan,BB-,5.38,450000000,CALLABLE,FIXED,98.87,Auto Parts Equipment,24.74100646,0,47,0,Yes,0.247410065,3800,895587000,25000,235680.7895,786,1426,0.224473684,0.880526316,2,0.258157895,4204633.803,3311000,54460000,62000,17.84037559,1
235825AE6,DAN,12/9/2014,12/15/2024,12/15/2019,B1,BB,Nan,BB-,5.5,425000000,CALLABLE,FIXED,121.97,Auto Parts Equipment,22.82217995,0,30,0,Yes,0.2282218,3773,991808000,50000,262869.8648,615,937,0.2941956,0.868804665,2,0.252319109,6793205.479,5302000,57525000,10000,25.84246575,2
23636BAD1,DANBNK,9/17/2015,9/17/2020,Nan,A1,A,A,A,2.75,1000000000,AT MATURITY,FIXED,60.9,Banks,10.45411659,Nan,Nan,Nan,No,0.104541166,103,85274000,1000000,827902.9126,59,546,0.165048544,0.388349515,5,0.310679612,2186512.821,1450000,8000000,200000,2.641025641,1
23636BAE9,DANBNK,3/10/2016,3/10/2021,Nan,A1,A,A,A,2.8,1000000000,AT MATURITY,FIXED,60.87,Banks,10.05041902,Nan,Nan,Nan,No,0.10050419,93,74720000,1000000,803440.8602,53,476,0.150537634,0.376344086,5,0.225806452,2668571.429,2000000,13450000,200000,3.321428571,1
23636BAF6,DANBNK,9/8/2016,9/6/2019,Nan,A1,A,A,A,1.65,500000000,AT MATURITY,FIXED,36.43,Banks,11.57389661,Nan,Nan,Nan,No,0.115738966,28,18045000,647500,644464.2857,17,276,0.178571429,0.642857143,5,0.321428571,1503750,1100000,3200000,200000,2.333333333,1
23636BAG4,DANBNK,9/8/2016,9/6/2019,Nan,A1,A,A,A,1.9,500000000,AT MATURITY,FLOATING,36.43,Banks,11.25765085,Nan,Nan,Nan,No,0.112576509,10,7430000,1000000,743000,8,274,0.3,0.5,5,0.4,1061428.571,1000000,2200000,230000,1.428571429,1
23636BAK5,DANBNK,3/2/2017,3/2/2020,Nan,A1,A,A,A,2.2,600000000,AT MATURITY,FIXED,36.53,Banks,12.55826265,Nan,Nan,Nan,No,0.125582627,20,14019000,925000,700950,16,128,0.15,0.7,5,0.45,1168250,1000000,3510000,200000,1.666666667,1
23636BAL3,DANBNK,3/2/2017,3/2/2020,Nan,A1,A,A,A,1.83,400000000,AT MATURITY,FLOATING,36.53,Banks,7.53016314,Nan,Nan,Nan,No,0.075301631,25,23800000,1000000,952000,13,38,0.2,0.2,5,0.52,2644444.444,1000000,9500000,300000,2.777777778,1
23636BAM1,DANBNK,3/2/2017,3/2/2022,Nan,A1,A,A,A,2.7,750000000,AT MATURITY,FIXED,60.87,Banks,10.37774907,Nan,Nan,Nan,No,0.103777491,56,46003000,1000000,821482.1429,29,165,0.232142857,0.446428571,5,0.410714286,2875187.5,2273500,9106000,200000,3.5,1
23703RAA0,DARALA,2/18/2010,2/18/2015,Nan,WR,NR,Nan,NR,10.75,450000000,AT MATURITY,FIXED,60.87,Real Estate,16.43711697,Nan,Nan,Nan,No,0.16437117,6,2800000,400000,466666.6667,2,0,0,1,5,0.5,1400000,1400000,1600000,1200000,3,2
237264AA4,DAR,1/2/2014,1/15/2022,10/23/2017,Ba3,BB+,Nan,BB,5.38,500000000,CALLABLE,FIXED,97.83,Food,12.97031007,9,0,0,Yes,0.129703101,48,27054000,478000,563625,25,56,0.1875,0.770833333,3,0.395833333,2459454.545,2000000,8085000,50000,4.363636364,1
237266AG6,DAR,9/9/2014,1/15/2022,10/23/2017,Ba3,BB+,Nan,BB,5.38,498000000,CALLABLE,FIXED,89.5,Food,20.33435252,1,0,0,Yes,0.203343525,2330,680667000,30000,292131.7597,545,966,0.250643777,0.844206009,3,0.278969957,4363250,3283000,18700000,4000,14.93589744,1
23918KAL2,DVA,10/20/2010,11/1/2018,Nan,WR,NR,WD,NR,6.38,775000000,CALLABLE,FIXED,97.8,Healthcare-Services,27.86840758,18,30,18,Yes,0.278684076,8512,1512302000,20000,177667.0583,851,1234,0.325892857,0.914003759,1,0.217927632,8174605.405,6840000,25407000,102000,46.01081081,2
23918KAM0,DVA,10/20/2010,11/1/2020,Nan,WR,NR,WD,NR,6.63,775000000,CALLABLE,FIXED,122.17,Healthcare-Services,28.04077441,35,40,35,Yes,0.280407744,5443,1796741000,74000,330101.2309,1003,1518,0.346500092,0.820135954,1,0.309204483,7880442.982,7185500,34860000,7000,23.87280702,1
23918KAP3,DVA,8/28/2012,8/15/2022,10/23/2017,Ba3,B+,Nan,B+,5.75,1250000000,CALLABLE,FIXED,121.3,Healthcare-Services,36.54096373,60,59,59,Yes,0.365409637,12627,3642958452,40000,288505.4607,1250,1760,0.314960006,0.845252237,1,0.306010929,13644039.15,11435000,260343000,19000,47.29213483,1
23918KAQ1,DVA,6/13/2014,7/15/2024,7/15/2019,Ba3,B+,Nan,B+,5.13,1750000000,CALLABLE,FIXED,122.83,Healthcare-Services,32.77412462,38,37,37,Yes,0.327741246,11815,3656594000,59000,309487.4312,819,1135,0.300211595,0.840880237,1,0.310706729,21259267.44,17746000,359210000,1337000,68.69186047,9
23918KAR9,DVA,4/17/2015,5/1/2025,5/1/2020,Ba3,B+,Nan,B+,5,1500000000,CALLABLE,FIXED,122.23,Healthcare-Services,28.19632136,28,27,27,Yes,0.281963214,8027,3175218000,150000,395567.2107,608,826,0.364270587,0.778123832,1,0.320418587,24806390.63,21210000,225054000,3433000,62.7109375,8
24023LAD8,DBSSP,6/8/2017,6/8/2020,Nan,Aa2,Nan,AA-,AA-,1.81,750000000,AT MATURITY,FLOATING,36.53,Banks,7.423824494,Nan,Nan,Nan,No,0.074238245,8,7000000,1000000,875000,6,57,0,0.375,5,0.25,1400000,1000000,3000000,1000000,1.6,1
242370AA2,DF,5/17/2006,6/1/2016,Nan,WR,NR,WD,NR,7,500000000,AT MATURITY,FIXED,122.27,Food,38.9229988,0,21,0,Yes,0.389229988,30954,2718705403,20000,87830.50342,1048,1519,0.45393164,0.975738192,2,0.252729857,12301834.4,8626000,67676000,253000,140.0633484,9
242370AC8,DF,8/3/2011,12/15/2018,Nan,WR,NR,WD,NR,9.75,400000000,CALLABLE,FIXED,89.7,Food,21.63910928,0,23,0,Yes,0.216391093,2161,642400000,50000,297269.7825,498,1082,0.435446553,0.844979176,5,0.200370199,4091719.745,2400000,23555000,10000,13.76433121,1
242370AD6,DF,2/25/2015,3/15/2023,3/15/2018,B2,BB,WD,B+,6.5,700000000,CALLABLE,FIXED,98,Food,20.92527685,30,0,0,Yes,0.209252769,2120,1349727000,750000,636663.6792,539,850,0.286320755,0.665566038,3,0.360849057,9997977.778,7482000,115110000,625000,15.7037037,1
24422ERU5,DE,6/29/2012,4/25/2014,Nan,WR,NR,Nan,NR,0.39,500000000,AT MATURITY,FLOATING,22.17,Machinery-Diversified,4.65337908,Nan,Nan,Nan,No,0.046533791,2,2000000,1000000,1000000,2,0,0,0,5,1,2000000,2000000,2000000,2000000,2,2
24422ESC4,DE,7/26/2013,6/15/2015,Nan,WR,NR,Nan,NR,0.39,500000000,AT MATURITY,FLOATING,22.97,Machinery-Diversified,16.52550851,Nan,Nan,Nan,No,0.165255085,9,7950000,1000000,883333.3333,2,1,0.222222222,0.777777778,5,0.222222222,7950000,7950000,7950000,7950000,9,9
245217AR5,DLM,7/2/2010,10/15/2019,Nan,WR,NR,B,NR,7.5,450000000,CALLABLE,FIXED,113.07,Food,12.25380832,Nan,Nan,Nan,No,0.122538083,60,43500000,1000000,725000,17,57,0.266666667,0.583333333,5,0.4,6214285.714,4956000,11060000,75000,8.571428571,1
245217AS3,DLM,12/12/2011,2/15/2019,Nan,WR,NR,WD,NR,7.63,1299400000,CALLABLE,FIXED,87.4,Food,27.77118541,38,35,35,Yes,0.277711854,8088,2414874000,44000,298574.9258,780,1140,0.40516815,0.84384273,1,0.233555885,14039965.12,12317500,48171000,349000,47.02325581,2
24664UAA8,DEVTAM,5/19/2014,12/30/2016,Nan,WR,NR,Nan,NR,2.8,400000000,AT MATURITY,FIXED,31.87,Oil Gas,11.2652347,Nan,Nan,Nan,No,0.112652347,106,73270000,1000000,691226.4151,58,569,0.075471698,0.537735849,5,0.471698113,1665227.273,1092500,7380000,20000,2.409090909,1
24664UAB6,DEVTAM,5/19/2014,12/30/2018,Nan,Baa3,BBB- /*-,Nan,BBB-,3.84,400000000,AT MATURITY,FIXED,56.2,Oil Gas,11.71151328,Nan,Nan,Nan,No,0.117115133,162,123657700,1000000,763319.1358,86,1117,0.043209877,0.425925926,5,0.456790123,1902426.154,2000000,11317000,13700,2.492307692,1
24664UAC4,DEVTAM,5/19/2014,12/30/2020,Nan,Baa3,BBB- /*-,Nan,BBB-,4.44,400000000,AT MATURITY,FIXED,80.57,Oil Gas,12.27876574,Nan,Nan,Nan,No,0.122787657,273,181601210,1000000,665205.8974,143,1106,0.025641026,0.483516484,5,0.450549451,1853073.571,1094000,9027000,7000,2.785714286,1
24664UAD2,DEVTAM,5/19/2014,12/30/2023,Nan,Baa3,BBB- /*-,Nan,BBB-,5.08,400000000,AT MATURITY,FIXED,117.07,Oil Gas,12.56330469,Nan,Nan,Nan,No,0.125633047,270,199381846,1000000,738451.2815,126,1080,0.018518519,0.503703704,5,0.474074074,2318393.558,2000000,7500000,50000,3.139534884,1
24664UAE0,DEVTAM,5/19/2014,12/30/2025,Nan,Baa3,BBB- /*-,Nan,BBB-,5.41,400000000,AT MATURITY,FIXED,141.43,Oil Gas,12.39139896,Nan,Nan,Nan,No,0.12391399,394,299267675,1000000,759562.6269,185,1048,0.02284264,0.45177665,5,0.489847716,2625155.044,2000000,14000000,60000,3.456140351,1
246725AB1,DIALIN,10/31/2016,10/31/2026,Nan,Ba2,BB,Nan,BB,6.13,522600000,AT MATURITY,FIXED,121.73,Engineering Construction,9.693632934,Nan,Nan,Nan,No,0.096936329,103,78508000,1000000,762213.5922,52,252,0.009708738,0.504854369,5,0.514563107,2379030.303,2000000,8000000,200000,3.121212121,1
24702RAB7,DELL,4/17/2008,4/15/2018,Nan,Ba2,BB-,BB,BB-,5.65,500000000,AT MATURITY,FIXED,121.67,Computers,19.50934209,Nan,Nan,Nan,No,0.195093421,17,4170000,10000,245294.1176,8,269,0.529411765,1,5,0.176470588,695000,25000,4000000,10000,2.833333333,1
24702RAE1,DELL,12/3/2008,4/15/2018,Nan,Ba2,BB-,BB,BB-,5.65,497534000,AT MATURITY,FIXED,114,Computers,32.57771425,0,41,0,Yes,0.325777143,12488,1110954250,25000,88961.74327,993,1426,0.491672005,0.979580397,2,0.286915439,5215747.653,3896000,37397000,60000,58.62910798,3
24702RAF8,DELL,12/3/2008,4/15/2038,Nan,Ba2,BB-,BB,BB-,6.5,400000000,AT MATURITY,FIXED,357.5,Computers,36.02630185,Nan,Nan,Nan,No,0.360263018,22969,1760467000,25000,76645.34808,994,1426,0.47281118,0.986285864,5,0.285863555,8343445.498,6424000,48575000,357000,108.8578199,13
24702RAG6,DELL,4/6/2009,4/15/2014,Nan,WR,NR,WD,NR,5.63,500000000,AT MATURITY,FIXED,61.17,Computers,17.93635359,Nan,Nan,Nan,No,0.179363536,368,61970000,25000,168396.7391,46,51,0.472826087,0.921195652,5,0.339673913,5633636.364,5441000,13267000,288000,33.45454545,8
24702RAJ0,DELL,6/15/2009,6/15/2019,Nan,Ba2,BB-,BB,BB-,5.88,600000000,AT MATURITY,FIXED,121.73,Computers,35.32642922,8,42,4,Yes,0.353264292,19939,1649644250,25000,82734.55289,1007,1426,0.477055018,0.984001204,1,0.311149004,7818219.194,6097000,41857000,519000,94.49763033,12
24702RAL5,DELL,9/10/2010,9/10/2015,Nan,WR,NR,NR,NR,2.3,700000000,AT MATURITY,FIXED,60.87,Computers,23.06218291,Nan,Nan,Nan,No,0.230621829,3501,506952000,25000,144802.0566,446,693,0.464438732,0.942016567,5,0.311339617,4874538.462,3409500,45956000,80000,33.66346154,3
24702RAN1,DELL,3/31/2011,4/1/2014,Nan,WR,NR,WD,NR,2.1,400000000,AT MATURITY,FIXED,36.57,Computers,18.6868157,Nan,Nan,Nan,No,0.186868157,284,84913000,97500,298989.4366,37,927,0.366197183,0.873239437,5,0.207746479,7076083.333,1561000,54866000,50000,23.66666667,1
24702RAP6,DELL,3/31/2011,4/1/2016,Nan,WR,NR,NR,NR,3.1,400000000,AT MATURITY,FIXED,60.93,Computers,26.88343636,0,16,0,Yes,0.268834364,3947,555975000,25000,140860.1469,552,1653,0.495059539,0.942487966,5,0.268811756,4118333.333,2191000,75590000,65000,29.23703704,1
24702RAQ4,DELL,3/31/2011,4/1/2021,Nan,Ba2,BB-,BB,BB-,4.63,400000000,AT MATURITY,FIXED,121.8,Computers,35.14400184,0,42,0,Yes,0.351440018,18960,1402807000,25000,73987.71097,1010,1653,0.45,0.990189873,2,0.280063291,6585948.357,5345000,60940000,100000,89.01408451,2
247126AB1,DPHIQ,5/4/1999,5/1/2009,Nan,WR,NR,NR,NR,6.5,500000000,CALLABLE,DEFAULTED,121.67,Auto Parts Equipment,12.81303982,Nan,Nan,Nan,No,0.128130398,9,2321000,50000,257888.8889,4,0,0.444444444,0.777777778,5,0.333333333,580250,150000,2016000,5000,2.25,1
247126AC9,DPHIQ,5/4/1999,5/1/2029,Nan,WR,NR,NR,NR,7.13,500000000,AT MATURITY,DEFAULTED,365.17,Auto Parts Equipment,10.3347139,Nan,Nan,Nan,No,0.103347139,50,28028000,1000000,560560,24,501,0.18,0.46,5,0.5,1751750,158000,8000000,10000,3.125,1
247126AE5,DPHIQ,7/25/2003,8/15/2013,Nan,WR,NR,NR,NR,6.5,500000000,AT MATURITY,DEFAULTED,122.47,Auto Parts Equipment,12.71829881,Nan,Nan,Nan,No,0.127182988,67,31346000,100000,467850.7463,33,1400,0.268656716,0.552238806,5,0.52238806,1253840,1000000,6000000,1000,2.68,1
247126AH8,DLPH,2/14/2013,2/15/2023,Nan,WR,NR,WD,NR,5,800000000,CALLABLE,FIXED,121.77,Auto Parts Equipment,16.12665369,11,12,10,Yes,0.161266537,987,558577000,625000,565934.1439,191,280,0.268490375,0.651469098,3,0.426545086,12990162.79,10818000,101507000,1243000,22.95348837,4
24713EAC1,DLPH,5/7/2012,5/15/2019,Nan,WR,NR,WD,NR,5.88,500000000,CALLABLE,FIXED,85.47,Auto Parts Equipment,17.41460429,9,21,9,Yes,0.174146043,909,288276000,75000,317135.3135,260,518,0.364136414,0.837183718,3,0.350935094,3515560.976,2528500,23131000,30000,11.08536585,1
24713EAF4,DLPH,5/7/2012,5/15/2021,Nan,WR,NR,WD,NR,6.13,500000000,CALLABLE,FIXED,109.83,Auto Parts Equipment,15.13196338,12,21,12,Yes,0.151319634,553,263469000,350000,476435.8047,235,564,0.22965642,0.73960217,3,0.408679928,3136535.714,2396500,14074000,9000,6.583333333,1
24718PAA5,DELJER,9/28/2017,10/1/2025,Nan,B1e,(P)BB,BB,NR,5,800000000,AT MATURITY,FIXED,97.5,Auto Parts Equipment,20.35562176,Nan,Nan,Nan,No,0.203556218,144,122045000,1000000,847534.7222,3,4,0.152777778,0.465277778,5,0.4375,61022500,61022500,110230000,11815000,72,14
247361ZJ0,DAL,3/14/2017,3/15/2022,2/15/2022,Baa3,BB+,BBB-,BB+,3.63,1000000000,CALLABLE,FIXED,60.9,Airlines,14.71816216,Nan,Nan,Nan,No,0.147181622,438,174563000,200000,398545.6621,107,164,0.335616438,0.760273973,5,0.203196347,6234392.857,5306500,16850000,1905000,15.64285714,5
247361ZK7,DAL,3/14/2017,3/13/2020,Nan,Baa3,BB+,BBB-,BB+,2.88,1000000000,AT MATURITY,FIXED,36.5,Airlines,14.28762398,Nan,Nan,Nan,No,0.14287624,418,134702000,100000,322253.5885,110,164,0.279904306,0.801435407,5,0.244019139,4644896.552,4574000,11438000,610000,14.4137931,1
247367AX3,DAL,4/30/2002,1/2/2023,Nan,Baa1,A,Nan,A-,6.72,586891000,SINK/EXT,FIXED,251.73,Airlines,15.09879776,Nan,Nan,Nan,No,0.150987978,335,167834226.9,437974.02,500997.6922,136,479,0.385074627,0.71641791,5,0.352238806,2622409.795,1520981.975,16794000,4146.43,5.234375,1
247367AY1,DAL,4/30/2002,7/2/2012,Nan,WR,NR,Nan,NR,6.42,370286000,CALLABLE,FIXED,123.87,Airlines,14.94470302,Nan,Nan,Nan,No,0.14944703,171,36280000,25000,212163.7427,66,201,0.34502924,0.865497076,4,0.415204678,1133750,146500,14905000,10000,5.34375,1
247916AB5,DNR,2/13/2009,3/1/2016,Nan,WR,NR,Nan,NR,9.75,426350000,CALLABLE,FIXED,85.77,Oil Gas,19.6291728,0,14,0,Yes,0.196291728,1912,358542000,15000,187521.9665,361,738,0.265167364,0.914225941,2,0.192468619,3145105.263,2666000,20360000,15000,16.77192982,2
247916AC3,DNR,2/17/2011,8/15/2021,10/23/2017,Caa2,CCC+,Nan,CCC,6.38,400000000,CALLABLE,FIXED,127.73,Oil Gas,34.2384358,0,54,0,Yes,0.342384358,6292,1624113000,40000,258123.4901,1268,2329,0.420692943,0.863477432,2,0.297679593,4693968.208,3524500,82980000,6000,18.1849711,1
247916AD1,DNR,4/30/2014,5/1/2022,10/23/2017,Caa2,CCC+,Nan,CCC,5.5,1250000000,CALLABLE,FIXED,97.43,Oil Gas,27.89840983,40,39,39,Yes,0.278984098,7143,3294656000,250000,461242.6151,818,1142,0.341873163,0.726165477,1,0.328153437,18303644.44,15891500,142640000,490000,39.68333333,5
247916AF6,DNR,5/10/2016,5/15/2021,12/15/2018,B3,B,Nan,B-,9,614919000,CALLABLE,FIXED,61.03,Oil Gas,15.55963245,15,13,13,Yes,0.155596324,991,673838600,1000000,679958.224,267,475,0.227043391,0.574167508,1,0.368314834,9490684.507,8050000,32105000,700000,13.95774648,2
24821VAA6,DENBOR,10/7/2013,10/15/2020,Nan,WR,NR,WD,NR,5.63,1500000000,CALLABLE,FIXED,85.5,Computers,15.37469561,18,19,17,Yes,0.153746956,932,672401000,1000000,721460.3004,162,248,0.230686695,0.53111588,1,0.381974249,17694763.16,17219500,39437000,2547000,24.52631579,5
24823UAG3,DNR,2/10/2010,2/15/2020,Nan,WR,NR,Nan,NR,8.25,1000000000,CALLABLE,FIXED,121.9,Oil Gas,23.4461608,28,28,28,Yes,0.234461608,3446,1375892000,175000,399272.1997,748,1198,0.309053976,0.776262333,3,0.370864771,7817568.182,6471500,40240000,54000,19.57954545,2
24823UAH1,DNR,2/5/2013,7/15/2023,1/15/2018,Caa2,CCC+,Nan,CCC,4.63,1200000000,CALLABLE,FIXED,127.07,Oil Gas,33.83109912,55,54,54,Yes,0.338310991,10038,3577601650,100000,356405.8229,1106,1659,0.364514844,0.800458259,1,0.319585575,14662301.84,11859500,228835000,80000,41.13934426,2
25030WAE0,HOMEX,2/7/2012,3/25/2020,10/23/2017,WR,Nan,NR,NR,9.75,400000000,CALLABLE,DEFAULTED,98.97,Building Materials,10.49160335,Nan,Nan,Nan,No,0.104916034,8,4562000,718000,570250,5,183,0.125,0.625,5,0.5,912400,1000000,2000000,42000,1.6,1
251525AM3,DB,5/24/2013,5/24/2028,5/24/2023,Ba2,BB+,BBB+,BB+,4.3,1500000000,CALLABLE,VARIABLE,182.63,Banks,24.74115388,20,0,0,Yes,0.247411539,3770,1556953000,203500,412984.8806,449,1282,0.288594164,0.827320955,3,0.330503979,15569530,13396000,157270000,50000,37.7,1
251525AN1,DB,11/21/2014,Nan Field Not Applicable,4/30/2025,B1,B+,BB,B+,7.5,1500000000,PERP/CALL,VARIABLE,127.1,Banks,26.19487767,Nan,Nan,Nan,No,0.261948777,5409,3153552000,500000,583019.4121,649,916,0.222407099,0.718062488,5,0.3505269,21307783.78,15570000,250650000,400000,36.5472973,2
251525AP6,DB,4/1/2015,4/1/2025,Nan,Ba2,BB+,BBB+,BB+,4.5,1500000000,AT MATURITY,FIXED,121.77,Banks,29.33758364,20,0,0,Yes,0.293375836,7277,3175483000,200000,436372.5436,467,830,0.299024323,0.840593651,3,0.281846915,31754830,23496500,345910000,200000,72.77,1
251528AA3,DB,5/18/1999,Nan Field Not Applicable,Nan,WR,NR,WD,NR,999,650000000,PERP/CALL,VARIABLE,999,Banks,8.903656025,Nan,Nan,Nan,No,0.08903656,14,11327000,1000000,809071.4286,5,43,0.428571429,0.214285714,5,0.428571429,2265400,1109000,7000000,218000,2.8,1
